# UK TRACK EXCHANGE FORMAT, V1.0
# Lat,Long,DTG,UnitName,CaseNumber,Type,Flag,Sensor,MajorAxis,SemiMajorAxis,SemiMinorAxis,Course,Speed,Depth,Likelihood,Confidence,SuppliedBy,Provenance,InfoCutoffDate,Purpose,Classification,DistributionStatement
21.9842, -21.7875639,19951212T073500Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,130.6000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9826167, -21.7848694,19951212T073600Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,129.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9810528, -21.782075,19951212T073700Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,130.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9794167, -21.7792583,19951212T073800Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,130.7000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9777556, -21.7764389,19951212T073900Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,130.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9760944, -21.773575,19951212T074000Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,130.8000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9744333, -21.7707667,19951212T074100Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,129.5000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9728056, -21.767875,19951212T074200Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,130.2000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9711611, -21.7650333,19951212T074300Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,130.1000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9695028, -21.7621583,19951212T074400Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,129.7000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9678611, -21.759275,19951212T074500Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,131.2000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9661556, -21.7564361,19951212T074600Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,130.2000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9644972, -21.7535694,19951212T074700Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,129.9000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9628361, -21.7506722,19951212T074800Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,130.0000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9611806, -21.7477944,19951212T074900Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,130.5000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9595, -21.7449222,19951212T075000Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,130.6000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9578472, -21.7421056,19951212T075100Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,130.2000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9561889, -21.7392361,19951212T075200Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,130.9000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9545056, -21.7364,19951212T075300Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,129.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9528611, -21.7334611,19951212T075400Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,130.5000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9511806, -21.7305861,19951212T075500Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,129.9000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9495361, -21.7277139,19951212T075600Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,130.2000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9478528, -21.7248111,19951212T075700Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,109.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9470944, -21.7216306,19951212T075800Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,71.5000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9478111, -21.718475,19951212T075900Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,70.1000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9486278, -21.7151694,19951212T080000Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,70.6000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9494472, -21.7117583,19951212T080100Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,70.1000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9503139, -21.7082583,19951212T080200Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,70.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9511806, -21.7047194,19951212T080300Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,70.6000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9520333, -21.7011639,19951212T080400Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,69.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.95295, -21.6976056,19951212T080500Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,70.2000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9538194, -21.6940583,19951212T080600Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,70.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9546889, -21.6904861,19951212T080700Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,69.9000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9555806, -21.6869111,19951212T080800Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,70.2000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9564528, -21.6833639,19951212T080900Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,70.2000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.957325, -21.6797972,19951212T081000Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,70.0000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9581972, -21.6762694,19951212T081100Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,69.5000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9591, -21.6727472,19951212T081200Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,70.6000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9599583, -21.6691722,19951212T081300Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,69.9000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9608417, -21.665625,19951212T081400Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,70.1000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9617222, -21.6620472,19951212T081500Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,70.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9625889, -21.6585083,19951212T081600Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,70.7000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9634389, -21.6549472,19951212T081700Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,69.6000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9643361, -21.6514167,19951212T081800Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,69.4000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9652444, -21.6478778,19951212T081900Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,69.4000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9661611, -21.6443139,19951212T082000Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,70.5000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9670111, -21.6407833,19951212T082100Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,85.1000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9672139, -21.6372556,19951212T082200Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,120.0000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9660444, -21.6342917,19951212T082300Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,121.2000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9647917, -21.6312583,19951212T082400Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,119.6000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9635556, -21.628075,19951212T082500Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,120.5000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9622694, -21.6248861,19951212T082600Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,120.4000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9609556, -21.6216194,19951212T082700Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,119.7000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9596972, -21.6183889,19951212T082800Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,114.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9586556, -21.6150083,19951212T082900Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,87.0000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9587778, -21.6114167,19951212T083000Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,85.1000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9589889, -21.60775,19951212T083100Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,84.8000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9592139, -21.604075,19951212T083200Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,84.8000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9594389, -21.6003444,19951212T083300Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,84.9000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9596583, -21.5966361,19951212T083400Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,84.7000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9598889, -21.5929167,19951212T083500Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,85.4000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9600917, -21.5891722,19951212T083600Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,85.1000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9603, -21.5854583,19951212T083700Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,84.6000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9605361, -21.5817028,19951212T083800Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,41.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9620333, -21.5797833,19951212T083900Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,329.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9636194, -21.5811528,19951212T084000Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,299.4000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9646194, -21.5837222,19951212T084100Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,300.1000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9657528, -21.5865528,19951212T084200Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,300.0000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9669444, -21.5895528,19951212T084300Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,300.6000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9682056, -21.5926333,19951212T084400Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,300.2000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9694556, -21.5957472,19951212T084500Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,299.8000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.970725, -21.5989639,19951212T084600Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,299.9000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9719972, -21.6021722,19951212T084700Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,300.0000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9732806, -21.6053972,19951212T084800Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,300.0000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9745861, -21.608675,19951212T084900Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,300.4000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9759, -21.6119222,19951212T085000Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,299.9000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9771722, -21.6151361,19951212T085100Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,300.2000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9784917, -21.618425,19951212T085200Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,299.9000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
